date,dax
2017-09-25,12594.81
2017-09-26,12605.2
2017-09-27,12657.41
2017-09-28,12704.65
2017-09-29,12828.86
2017-10-02,12902.65
2017-10-03,12902.65
2017-10-04,12970.52
2017-10-05,12968.05
2017-10-06,12955.94
2017-10-09,12976.4
2017-10-10,12949.25
2017-10-11,12970.68
2017-10-12,12982.89
2017-10-13,12991.87
2017-10-16,13003.7
2017-10-17,12995.06
2017-10-18,13043.03
2017-10-19,12990.1
2017-10-20,12991.28
2017-10-23,13003.14
2017-10-24,13013.19
2017-10-25,12953.41
2017-10-26,13133.28
2017-10-27,13217.54
2017-10-30,13229.57
2017-10-31,13229.57
2017-11-01,13465.51
2017-11-02,13440.93
2017-11-03,13478.86
2017-11-06,13468.79
2017-11-07,13379.27
2017-11-08,13382.42
2017-11-09,13182.56
2017-11-10,13127.47
2017-11-13,13074.42
2017-11-14,13033.48
2017-11-15,12976.37
2017-11-16,13047.22
2017-11-17,12993.73
2017-11-20,13058.66
2017-11-21,13167.54
2017-11-22,13015.04
2017-11-23,13008.55
2017-11-24,13059.84
2017-11-27,13000.2
2017-11-28,13059.53
2017-11-29,13061.87
2017-11-30,13023.98
2017-12-01,12861.49
2017-12-04,13058.55
2017-12-05,13048.54
2017-12-06,12998.85
2017-12-07,13045.15
2017-12-08,13153.7
2017-12-11,13123.65
2017-12-12,13183.53
2017-12-13,13125.64
2017-12-14,13068.08
2017-12-15,13103.56
2017-12-18,13312.3
2017-12-19,13215.79
2017-12-20,13069.17
2017-12-21,13109.74
2017-12-22,13072.79
2017-12-25,13072.79
2017-12-26,13072.79
2017-12-27,13070.02
2017-12-28,12979.94
2017-12-29,12917.64
2018-01-01,12917.64
2018-01-02,12871.39
2018-01-03,12978.21
2018-01-04,13167.89
2018-01-05,13319.64
2018-01-08,13367.78
2018-01-09,13385.59
2018-01-10,13281.34
2018-01-11,13202.9
2018-01-12,13245.03
2018-01-15,13200.51
2018-01-16,13246.33
2018-01-17,13183.96
2018-01-18,13281.43
2018-01-19,13434.45
2018-01-22,13463.69
2018-01-23,13559.6
2018-01-24,13414.74
2018-01-25,13298.36
2018-01-26,13340.17
2018-01-29,13324.48
